GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
bookstore,com.nhnacademy.bookstore.shipment.controller,ShipmentPolicyController,0,64,0,0,0,16,0,8,0,8
bookstore,com.nhnacademy.bookstore.coupon.entity.member,MemberCoupon,0,30,0,0,0,10,0,2,0,2
bookstore,com.nhnacademy.bookstore.bookset.book.repository,BookRepositoryImpl,39,1495,7,35,0,237,7,26,0,12
bookstore,com.nhnacademy.bookstore.orderset.orderstate.dto.request,UpdateOrderStateRequest,6,0,0,0,1,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.orderset.orderstate.dto.request,CreateOrderStateRequest,6,0,0,0,1,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.common.error.common,InvalidPathVariableException,0,4,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.orderset.orderstate.converter,OrderStateTypeConverter,36,6,8,0,6,2,5,2,1,2
bookstore,com.nhnacademy.bookstore.orderset.orderstate.entity.vo,OrderStateType,28,51,4,0,4,7,3,1,1,1
bookstore,com.nhnacademy.bookstore.common.error.exception.user.member,MemberDuplicateException,0,7,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.common.error.exception.user.member,MemberPasswordNotEqualException,0,6,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.common.error.exception.user.member,MemberNotFoundException,0,13,0,0,0,4,0,2,0,2
bookstore,com.nhnacademy.bookstore.common.error.exception.bookset.category,CategoryNotFoundException,0,4,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.common.error.exception.bookset.category,CategoryIdNullException,0,4,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.common.error.exception.bookset.category,DuplicateCategoryNameException,0,4,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.common.error.exception.bookset.category,CannotDeactivateCategoryException,0,4,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.user.tier.enums,Tier,0,45,0,0,0,10,0,4,0,4
bookstore,com.nhnacademy.bookstore.user.member.dto.response.address,AddressUpdateResponseDto,0,9,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.user.member.dto.response.address,AddressDeleteResponseDto,0,9,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.user.member.dto.response.address,MemberAddressResponseDto,0,24,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.orderset.orderstate.service,OrderStateService,67,0,0,0,18,0,5,0,5,0
bookstore,com.nhnacademy.bookstore.user.nonmember.entity,NonMember,4,0,0,0,2,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.refund.enums,RefundPolicyType,15,0,0,0,3,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.review.repository,ReviewRepositoryImpl,7,409,1,3,0,53,1,5,0,4
bookstore,com.nhnacademy.bookstore.orderset.orderdetail.repository,OrderDetailRepositoryImpl,0,196,0,0,0,27,0,3,0,3
bookstore,com.nhnacademy.bookstore.paymentset.status.exception,PaymentStatusNotFoundException,4,0,0,0,2,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.common.error.exception.orderset.orderdetail,OrderDetailNotFoundException,4,0,0,0,2,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.admin.wrap.repository,WrapRepositoryImpl,0,46,0,0,0,7,0,2,0,2
bookstore,com.nhnacademy.bookstore.bookset.category.controller,CategoryController,0,89,0,0,0,22,0,11,0,11
bookstore,com.nhnacademy.bookstore.common.error.exception.user.member.status,MemberNothingToUpdateException,0,6,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.common.error.exception.user.member.status,MemberStatusNotFoundException,0,6,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.tag.controller,TagController,0,49,0,0,0,12,0,6,0,6
bookstore,com.nhnacademy.bookstore.bookset.publisher.controller,PublisherController,0,70,0,4,0,16,0,8,0,6
bookstore,com.nhnacademy.bookstore.shipment.mapper,ShipmentMapperImpl,124,0,20,0,48,0,15,0,5,0
bookstore,com.nhnacademy.bookstore.shipment.mapper,ShipmentPolicyMapperImpl,61,0,2,0,21,0,3,0,2,0
bookstore,com.nhnacademy.bookstore.shipment.mapper,CarrierMapperImpl,43,0,2,0,15,0,3,0,2,0
bookstore,com.nhnacademy.bookstore.bookset.contributor.dto.response,ContributorResponseDto,0,12,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.contributor.dto.response,ContributorNameRoleResponseDto,0,9,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.contributor.dto.response,ContributorIsActiveResponseDto,0,15,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.contributor.dto.response,ContributorRoleResponseDto,0,9,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.orderset.orderstate.controller,OrderStateController,37,0,0,0,8,0,4,0,4,0
bookstore,com.nhnacademy.bookstore.shipment.dto.response,ShipmentPolicyResponseDto,0,27,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.shipment.dto.response,ShipmentResponseDto,0,27,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.shipment.dto.response,ShippingFeeResponseDto,0,12,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.shipment.dto.response,CarrierResponseDto,0,18,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.paymentset.paymentmethod.converter,PaymentMethodTypeConverter,0,42,0,8,0,8,0,7,0,3
bookstore,com.nhnacademy.bookstore.cart.entity,Cart,3,21,0,0,1,6,1,1,1,1
bookstore,com.nhnacademy.bookstore.cart.entity,CartId,3,9,0,0,1,4,1,1,1,1
bookstore,com.nhnacademy.bookstore.bookset.contributor.mapper,ContributorMapperImpl,87,0,10,0,32,0,9,0,4,0
bookstore,com.nhnacademy.bookstore.bookset.contributor.mapper,ContributorRoleMapperImpl,25,0,2,0,9,0,3,0,2,0
bookstore,com.nhnacademy.bookstore.user.member.dto.response,MemberUpdateResponseDto,0,21,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.user.member.dto.response,MemberWithdrawResponseDto,0,15,0,0,0,3,0,2,0,2
bookstore,com.nhnacademy.bookstore.user.member.dto.response,MemberCreateSuccessResponseDto,0,9,0,0,0,4,0,1,0,1
bookstore,com.nhnacademy.bookstore.user.member.dto.response,MemberPointResponse,0,6,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.user.member.dto.response,GetAllMembersResponse,0,73,0,0,0,15,0,2,0,2
bookstore,com.nhnacademy.bookstore.admin.wrap.service,WrapServiceImpl,5,252,4,10,0,57,5,9,1,6
bookstore,com.nhnacademy.bookstore.user.tier.controller,TierController,0,9,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.publisher.entity,Publisher,0,10,0,0,0,5,0,2,0,2
bookstore,com.nhnacademy.bookstore.user.tier.dto.response,MemberTierResponse,0,15,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.user.member.mapper,MemberAddressMapperImpl,3,0,0,0,1,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.common.error.exception.wrap,WrapNotFoundException,0,4,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.common.error.exception.wrap,WrapAlreadyExistException,0,4,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.common.error.exception.wrap,WrapImageNotFoundException,0,4,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.coupon.entity,Coupon,0,21,0,0,0,6,0,1,0,1
bookstore,com.nhnacademy.bookstore.coupon.entity,CouponPolicy,0,64,0,0,0,28,0,10,0,10
bookstore,com.nhnacademy.bookstore.orderset.order.dto,OrderListResponseDto,0,42,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.orderset.order.dto,OrderStateRequestDto,0,9,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.paymentset.paymentmethod.enums,PaymentMethodType,0,23,0,0,0,3,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.publisher.service,PublisherServiceImpl,0,126,0,2,0,25,0,10,0,9
bookstore,com.nhnacademy.bookstore.common.error.enums,RedirectType,0,21,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.common.error.exception.review,ReviewNotFoundException,0,4,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.common.error.exception.review,RatingValueNotValidException,10,0,0,0,4,0,2,0,2,0
bookstore,com.nhnacademy.bookstore.common.error.exception.review,ReviewAlreadyExistException,0,4,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.user.customer.service,CustomerService,80,46,6,2,23,14,5,3,2,2
bookstore,com.nhnacademy.bookstore.common.error.exception.user.customer,NonMemberValidationFailed,6,0,0,0,2,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.common.error.exception.user.customer,CustomerNotFoundException,26,0,0,0,4,0,2,0,2,0
bookstore,com.nhnacademy.bookstore.like.dto.response,MemberLikeResponseDto,0,15,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.like.dto,LikeRequestDto,0,6,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.like.dto,LikeResponseDto,0,15,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.point.entity,PointHistory,21,0,0,0,8,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.point.entity,PointType,27,13,0,0,11,5,3,1,3,1
bookstore,com.nhnacademy.bookstore.orderset.order.dto.response,OrderTempResponse,6,0,0,0,1,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.bookset.book.dto.request,BookCreateRequestDto,0,9,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.book.dto.request,BookUpdateHtmlRequestDto,0,54,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.book.dto.request,BookUpdateRequestDto,0,9,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.book.dto.request,ImageUrlRequestDto,0,9,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.book.dto.request,BookCreateHtmlRequestDto,0,48,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.contributor.controller,ContributorController,0,53,0,0,0,13,0,7,0,7
bookstore,com.nhnacademy.bookstore.bookset.contributor.controller,ContributorRoleController,0,41,0,0,0,10,0,5,0,5
bookstore,com.nhnacademy.bookstore.common.error.exception.user.address,AddressNotFoundException,0,6,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.common.error.exception.user.address,AddressLimitToTenException,0,7,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.coupon.service.impl,CouponServiceImpl,0,60,0,4,0,11,0,5,0,3
bookstore,com.nhnacademy.bookstore.coupon.service.impl,MemberCouponServiceImpl,0,53,0,2,0,11,0,5,0,4
bookstore,com.nhnacademy.bookstore.coupon.service.impl,CouponPolicyServiceImpl,0,139,0,2,0,35,0,9,0,8
bookstore,com.nhnacademy.bookstore.orderset.orderstate.entity,OrderState,11,6,2,0,4,3,2,1,1,1
bookstore,com.nhnacademy.bookstore.like.repository.impl,LikeQuerydslRepositoryImpl,0,67,0,0,0,10,0,1,0,1
bookstore,com.nhnacademy.bookstore.admin.order.controller,AdminOrderController,0,23,0,2,0,6,0,3,0,2
bookstore,com.nhnacademy.bookstore.bookset.category.entity,Category,0,21,0,0,0,9,0,4,0,4
bookstore,com.nhnacademy.bookstore.bookset.publisher.dto.request,PublisherRequestDto,0,6,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.refund.controller,RefundController,14,0,0,0,3,0,2,0,2,0
bookstore,com.nhnacademy.bookstore.user.customer.dto.response,CustomerWithMemberStatusResponse,9,0,0,0,1,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.point.repository.Impl,PointTypeRepositoryCustomImpl,0,44,0,0,0,6,0,1,0,1
bookstore,com.nhnacademy.bookstore.refund.service.impl,RefundServiceImpl,5,0,0,0,1,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.refund.dto.response,RefundResponseDto,21,0,0,0,1,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.orderset.order.controller,OrderController,34,0,0,0,7,0,2,0,2,0
bookstore,com.nhnacademy.bookstore.orderset.order.entity,Order,65,0,0,0,16,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.shipment.service.impl,ShipmentServiceImpl,0,150,0,0,0,36,0,7,0,7
bookstore,com.nhnacademy.bookstore.shipment.service.impl,CarrierServiceImpl,0,89,0,0,0,23,0,5,0,5
bookstore,com.nhnacademy.bookstore.shipment.service.impl,ShipmentPolicyServiceImpl,0,116,0,0,0,31,0,8,0,8
bookstore,com.nhnacademy.bookstore.common.error.exception.base,UnauthorizedException,26,13,0,0,10,5,2,1,2,1
bookstore,com.nhnacademy.bookstore.common.error.exception.base,ConflictException,13,26,0,0,5,10,1,2,1,2
bookstore,com.nhnacademy.bookstore.common.error.exception.base,NotFoundException,0,39,0,0,0,15,0,3,0,3
bookstore,com.nhnacademy.bookstore.common.error.exception.base,ForbiddenException,26,13,0,0,10,5,2,1,2,1
bookstore,com.nhnacademy.bookstore.common.error.exception.base,BadRequestException,0,39,0,0,0,15,0,3,0,3
bookstore,com.nhnacademy.bookstore.common.error.exception.bookset.book,BookStockOutException,6,0,0,0,2,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.common.error.exception.bookset.book,BookNotFoundException,4,4,0,0,2,2,1,1,1,1
bookstore,com.nhnacademy.bookstore.user.member.service.impl,MemberAddressServiceImpl,0,145,0,6,0,23,0,11,0,8
bookstore,com.nhnacademy.bookstore.user.member.service.impl,MemberServiceImpl,0,311,0,20,0,56,0,22,0,12
bookstore,com.nhnacademy.bookstore.coupon.repository.coupon.impl,CouponRepositoryImpl,0,90,0,0,0,6,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.category.dto.response,CategoryIsActiveResponseDto,0,15,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.category.dto.response,CategoryResponseDto,0,12,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.global.actuator,CustomHealthIndicator,13,0,2,0,3,0,2,0,1,0
bookstore,com.nhnacademy.bookstore.global.actuator,ApplicationStatus,10,0,0,0,4,0,2,0,2,0
bookstore,com.nhnacademy.bookstore.orderset.orderdetail.service,OrderDetailServiceImpl,0,11,0,0,0,2,0,2,0,2
bookstore,com.nhnacademy.bookstore.common.error.exception.shipment,CarrierNotFoundException,4,0,0,0,2,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.common.error.exception.shipment,ShipmentPolicyNotFoundException,4,0,0,0,2,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.common.error.exception.shipment,ShipmentNotFoundException,4,0,0,0,2,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.review.service,ReviewServiceImpl,6,239,3,7,0,40,4,10,1,8
bookstore,com.nhnacademy.bookstore.common.config,MySqlConfig,97,0,0,0,29,0,6,0,6,0
bookstore,com.nhnacademy.bookstore.common.config,AppConfig,0,7,0,0,0,2,0,2,0,2
bookstore,com.nhnacademy.bookstore.common.config,RedisConfig,0,32,0,0,0,8,0,2,0,2
bookstore,com.nhnacademy.bookstore.shipment.repository.impl,ShipmentPolicyRepositoryImpl,0,108,0,0,0,13,0,3,0,3
bookstore,com.nhnacademy.bookstore.shipment.repository.impl,ShipmentRepositoryImpl,0,199,0,0,0,18,0,4,0,4
bookstore,com.nhnacademy.bookstore.bookset.book.controller,BookController,24,95,0,0,7,20,1,9,1,9
bookstore,com.nhnacademy.bookstore.cart.dto,CartDeleteDto,0,6,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.cart.dto,CartUpdateDto,0,9,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.cart.dto,CartRequestDto,0,15,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.cart.dto,CartResponseDto,0,15,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.common.error.exception.coupon,CouponPolicyNotFoundException,0,6,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.common.error.exception.coupon,DuplicateCouponNameException,0,6,0,0,0,2,0,1,0,1
bookstore,com.nhnacademy.bookstore.common.error.exception.coupon,CouponInvalidException,6,0,0,0,2,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.admin.wrap.entity,Wrap,0,25,0,0,0,10,0,2,0,2
bookstore,com.nhnacademy.bookstore.admin.wrap.dto.request,WrapUpdateDetailRequestDto,0,12,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.admin.wrap.dto.request,WrapDetailRequestDto,0,12,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.admin.wrap.dto.request,WrapImageUrlRequestDto,0,6,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.admin.wrap.dto.request,WrapModifyRequestDto,12,0,0,0,1,0,1,0,1,0
bookstore,com.nhnacademy.bookstore.admin.wrap.dto.request,WrapUpdateRequestDto,0,12,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.admin.wrap.dto.request,WrapRequestDto,0,9,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.tag.dto,TagRequestDto,0,6,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.bookset.tag.dto,TagResponseDto,0,9,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.orderset.orderdetail.dto.response,OrderDetailResponseDto,0,21,0,0,0,1,0,1,0,1
bookstore,com.nhnacademy.bookstore.coupon.controller,CouponPolicyController,0,42,0,0,0,10,0,5,0,5
bookstore,com.nhnacademy.bookstore.coupon.controller,MemberCouponController,0,27,0,0,0,6,0,3,0,3
bookstore,com.nhnacademy.bookstore.coupon.controller,CouponController,8,7,0,0,2,2,1,1,1,1
